Title,Latitude,Longitude
RWG044897,51.493103664,-0.2219312767
RWG044497,51.4825446746,-0.2003920932
RWG045616,51.4943721853,-0.2222186534
RWG044736,51.4933744924,-0.2443217703
RWG045649,51.4941394485,-0.2138254156
RWG045650,51.4942723706,-0.2133256326
RWG044198,51.48868816,-0.1793468995
RWG044199,51.4849100068,-0.1684232649
RWG045458,51.4715199338,-0.2168411833
RWG045688,51.4939779991,-0.2149253059
RWG045709,51.4871130694,-0.2077425331
RWG045018,51.5030184807,-0.2202629741
RWG045787,51.4845491925,-0.2062396002
RWG045788,51.4733473031,-0.1836400136
RWG045512,51.4932453689,-0.2377661952
RWG044485,51.4833357214,-0.2007608896
RWG044500,51.4820773315,-0.2000357341
RWG044501,51.4757823942,-0.201390675
RWG044341,51.4897478946,-0.2095505401
RWG044809,51.501045211,-0.2221060945
RWG044643,51.4793960548,-0.2006200137
RWG044356,51.488696019,-0.2096735517
RWG044989,51.479460056,-0.1929840126
RWG044990,51.479585365,-0.1929417461
RWG044355,51.4892268064,-0.2092563491
RWG045705,51.4875921449,-0.2081620652
RWG045706,51.4709871035,-0.1870149872
RWG045707,51.4872622678,-0.2077977784
RWG044731,51.4934236241,-0.2433829078
RWG044732,51.4934089324,-0.2435493144
RWG044235,51.4873901526,-0.1796032424
RWG044375,51.4888297997,-0.2055963493
RWG044951,51.4846938549,-0.1808406122
RWG044499,51.4906908127,-0.2073981559
RWG044282,51.4921356182,-0.2075113693
RWG044357,51.4890764192,-0.2081970028
RWG044394,51.4808654424,-0.2093150388
RWG044403,51.4791190259,-0.2079167038
RWG044442,51.4885449903,-0.2226411616
RWG044325,51.4825098535,-0.2000204131
RWG045484,51.472084461,-0.2034440287
RWG044733,51.493406258,-0.2436666333
RWG044798,51.5009403644,-0.2198676003
RWG044799,51.5009013054,-0.2197213304
RWG044800,51.5002638441,-0.2216426595
RWG044782,51.4982989532,-0.2117682009
RWG044512,51.4920927476,-0.2133516728
RWG044513,51.4848236541,-0.2025115892
RWG044514,51.4919624806,-0.2131846314
RWG044520,51.4799779797,-0.2024602974
RWG045019,51.5031099135,-0.2202910822
RWG045020,51.5032469129,-0.2203215137
RWG044229,51.4862293831,-0.180579938
RWG044230,51.4862606237,-0.1805252884
RWG044196,51.4865562751,-0.1707746589
RWG044197,51.486558359,-0.1706490564
RWG045197,51.4929922282,-0.2232654358
RWG045388,51.4753409127,-0.1983589121
RWG045552,51.4940761522,-0.2365516122
RWG044338,51.4995036613,-0.2278783709
RWG044339,51.4896180333,-0.2095256459
RWG044340,51.4897530886,-0.2094566353
RWG044174,51.5041339223,-0.2185755691
RWG044266,51.4817117209,-0.2228523179
RWG044567,51.4770533539,-0.2014544954
RWG044568,51.4969699024,-0.2439999653
RWG044570,51.4769822657,-0.2014109381
RWG044571,51.4966838366,-0.2440858699
RWG044630,51.5021236667,-0.197888635
RWG044632,51.5016109928,-0.1975455326
RWG044882,51.4932149835,-0.2173201049
RWG044594,51.5020070042,-0.1870019078
RWG044596,51.5021053435,-0.1868279101
RWG044600,51.4801115612,-0.1859300779
RWG044337,51.4978320147,-0.2274566863
RWG044289,51.492430307,-0.2074953796
RWG044290,51.4929224238,-0.2082232737
RWG044810,51.4918336255,-0.2292001762
RWG044674,51.483961895,-0.2195146964
RWG044626,51.4766225057,-0.2156582134
RWG044627,51.4793000893,-0.2036589518
RWG044223,51.4830944505,-0.1772373716
RWG045611,51.4962352713,-0.2208951161
RWG044706,51.4850273047,-0.2199837913
RWG044292,51.4929720385,-0.2083037007
RWG044294,51.493013705,-0.2083607941
RWG044343,51.4897365261,-0.2099672346
RWG044968,51.473163807,-0.215490835
RWG044784,51.478349167,-0.199984524
RWG044350,51.4896625738,-0.2072142127
RWG045717,51.4857203047,-0.2081324647
RWG044407,51.4762074457,-0.2060402944
RWG045696,51.4950089728,-0.226331454
RWG045435,51.4927822317,-0.226971716
RWG045436,51.492761694,-0.2271232757
RWG044651,51.5000870895,-0.2322816061
RWG044687,51.4866145456,-0.2210009805
RWG044988,51.4796112707,-0.1930768467
RWG044928,51.4753973044,-0.1982448559
RWG045389,51.5029946943,-0.2229231253
RWG045390,51.5030059611,-0.2229314301
RWG045415,51.4731799704,-0.1984651935
RWG044335,51.4977056057,-0.2274066653
RWG044856,51.4986120289,-0.1967075468
RWG044857,51.4977426228,-0.1961273736
RWG044769,51.4783491911,-0.1988828209
RWG044770,51.499256858,-0.2129185758
RWG044361,51.4884811076,-0.2085891467
RWG044406,51.476111502,-0.2060855371
RWG044792,51.490595267,-0.2281842342
RWG044793,51.4793248046,-0.196689918
RWG118041,51.4913096616,-0.2237145255
RWG045694,51.4951444778,-0.2263780964
RWG044863,51.49299176,-0.2213618628
RWG044892,51.4935403401,-0.2212374823
RWG045740,51.4854062303,-0.2100317995
RWG045693,51.4949589613,-0.2263145124
RWG045708,51.4711406209,-0.1871398181
RWG044795,51.4795221301,-0.1960413877
RWG044739,51.4956921247,-0.217903565
RWG044740,51.4910183025,-0.2272868512
RWG045469,51.4929986275,-0.2355761856
RWG045742,51.4851410969,-0.2098302336
RWG044511,51.491009056,-0.213157918
RWG045732,51.4832319516,-0.2158753477
RWG044482,51.4834326092,-0.2008927612
RWG045456,51.4926771143,-0.2321163798
RWG045457,51.5021198994,-0.2276596528
RWG045474,51.4933577799,-0.2374792401
RWG045475,51.4933869742,-0.2375944553
RWG044628,51.4793421715,-0.2035840518
RWG044910,51.4932249674,-0.2244885207
RWG044629,51.4793878292,-0.2035072817
RWG044758,51.4781271188,-0.198247852
RWG044759,51.4986823881,-0.2122400328
RWG044648,51.5000551737,-0.2304644793
RWG044178,51.5034362211,-0.222125264
RWG117990,51.4815478152,-0.2232522582
RWG044858,51.4976931605,-0.1962178918
RWG045125,51.5004585581,-0.2143388495
RWG044621,51.4788505169,-0.2153066252
RWG044463,51.4897307994,-0.2232497012
RWG045743,51.4826698674,-0.2136159535
RWG117992,51.4767495228,-0.2066858677
RWG044408,51.4791516341,-0.2089035138
RWG044461,51.4907549654,-0.2236668511
RWG045513,51.4661960363,-0.1899733373
RWG045551,51.4939849787,-0.2364935177
RWG044992,51.5017949714,-0.21605519
RWG045047,51.4734209806,-0.2054760685
RWG044717,51.4935593761,-0.2429449598
RWG044649,51.500078201,-0.2302967872
RWG044664,51.4799611349,-0.1949861851
RWG044472,51.4880901481,-0.22266134
RWG044509,51.4910356043,-0.2131582311
RWG044177,51.5038421509,-0.2201677346
RWG045433,51.4678544788,-0.1903891633
RWG118042,51.4912012875,-0.2237107678
RWG045605,51.4984169214,-0.2222482033
RWG045680,51.4970325282,-0.2127688433
RWG045345,51.4953883608,-0.2321535298
RWG045347,51.4955918525,-0.2323029524
RWG044425,51.4885868243,-0.2118388804
RWG044738,51.4933448123,-0.2447622515
RWG044772,51.4991932126,-0.213009174
RWG044773,51.4894937697,-0.2289367701
RWG045623,51.4978027926,-0.2226192433
RWG044437,51.4880214237,-0.2223736477
RWG045012,51.4801953291,-0.193809531
RWG044981,51.5012777517,-0.2169571628
RWG045030,51.4750018557,-0.1946267246
RWG045031,51.4812147683,-0.1979241274
RWG044934,51.5042864324,-0.1939138998
RWG045546,51.4931461781,-0.2371890573
RWG045022,51.4760189575,-0.1931830234
RWG045027,51.4810654033,-0.1976159879
RWG045028,51.4811317568,-0.1979570267
RWG044634,51.4970726569,-0.2488285815
RWG044635,51.4993021516,-0.2301297535
RWG045630,51.4944411021,-0.2158727309
RWG045631,51.4941783157,-0.2155813012
RWG045646,51.4940078994,-0.2141850014
RWG045471,51.4930652334,-0.2360295735
RWG045432,51.4999110485,-0.2376539674
RWG044573,51.4874404735,-0.2041238288
RWG044750,51.4973655609,-0.2160224734
RWG044604,51.4961731519,-0.2442343489
RWG044271,51.4911293235,-0.2102092747
RWG044334,51.4976244554,-0.2273909101
RWG045057,51.4735382027,-0.2073067939
RWG045058,51.4736040762,-0.1968890451
RWG045195,51.4930544434,-0.2237974575
RWG045196,51.4930488957,-0.2236739984
RWG045769,51.4822974136,-0.2135980924
RWG045770,51.4821966579,-0.2135144656
RWG045771,51.4820521339,-0.2134090399
RWG045582,51.4936508353,-0.1923420904
RWG045048,51.4740288544,-0.1960918421
RWG045492,51.499782016,-0.2387825789
RWG044203,51.4880530104,-0.1785305797
RWG045227,51.4939099593,-0.2050451884
RWG045514,51.4931852721,-0.2377406876
RWG045515,51.4659901056,-0.1926142019
RWG044935,51.5041587687,-0.1943484266
RWG044936,51.5040213665,-0.1948559557
RWG044937,51.4882162713,-0.1670412487
RWG044957,51.4886358233,-0.1696546956
RWG044523,51.5012956661,-0.1804918014
RWG045527,51.4671263164,-0.1933673206
RWG045772,51.4735711346,-0.1837153574
RWG045309,51.4958633479,-0.1856616209
RWG045091,51.4850437515,-0.1747774863
RWG045092,51.5065193677,-0.1946700137
RWG045352,51.4672240447,-0.1897827992
RWG045353,51.46699997,-0.1895952001
RWG044669,51.4838466832,-0.2193837181
RWG045629,51.496645425,-0.222798485
RWG045466,51.5014639819,-0.2311030674
RWG045467,51.4929658521,-0.2350862899
RWG044314,51.4910938879,-0.2069025694
RWG044315,51.4789446452,-0.2207118618
RWG044645,51.4818385595,-0.1873035536
RWG044647,51.4824499778,-0.1864802544
RWG044652,51.4814379704,-0.1828622353
RWG044662,51.4817836287,-0.1829560673
RWG045371,51.4888185518,-0.1922749474
RWG118012,51.4907439783,-0.1734353103
RWG045483,51.4996971496,-0.2379875546
RWG045526,51.4671554886,-0.193288366
RWG045192,51.4929301682,-0.2244454767
RWG045193,51.4929836933,-0.2242722645
RWG045402,51.4951505417,-0.2329226011
RWG045746,51.4860350739,-0.2087735759
RWG044562,51.4860643224,-0.2029349165
RWG044564,51.4771524784,-0.201399545
RWG044565,51.479675433,-0.2118973825
RWG044566,51.4798208263,-0.2120094338
RWG045698,51.4910810754,-0.234465318
RWG044737,51.4933621293,-0.2445287431
RWG045502,51.4658361554,-0.1896650358
RWG045620,51.498111679,-0.2236684052
RWG045561,51.4925167763,-0.2305605826
RWG045029,51.4811567698,-0.1980317113
RWG045064,51.473257553,-0.1975167373
RWG044657,51.4975739206,-0.2170829394
RWG044417,51.4763315903,-0.2090425236
RWG045535,51.4934337261,-0.2397679934
RWG044697,51.4855545415,-0.2207445171
RWG045617,51.4954717563,-0.2215648274
RWG045678,51.4972327865,-0.2120058993
RWG045729,51.4852062405,-0.2089646804
RWG045357,51.5041829405,-0.2177399978
RWG045363,51.4760447033,-0.2007010761
RWG045364,51.4758631922,-0.2006820384
RWG045365,51.4758310915,-0.2006327568
RWG045619,51.4981043901,-0.2239420454
RWG045621,51.4979438239,-0.2225826587
RWG045528,51.4670881555,-0.1934530802
RWG045529,51.467133222,-0.1931190769
RWG045568,51.4681099695,-0.187051865
RWG045569,51.4925096033,-0.2296759826
RWG044412,51.478895927,-0.2114705065
RWG045704,51.4880360025,-0.2100017808
RWG044360,51.4884474744,-0.2087206282
RWG045198,51.4939435658,-0.2240010109
RWG045199,51.4948743854,-0.223844449
RWG045424,51.4951518706,-0.2346231955
RWG045615,51.4944348353,-0.2222090981
RWG045642,51.493879999,-0.2147731206
RWG045745,51.4733213051,-0.1895737215
RWG045700,51.4897343924,-0.2313557147
RWG044805,51.4925366375,-0.2282185191
RWG044806,51.4925433045,-0.2285451851
RWG044730,51.4934290773,-0.2432402731
RWG045232,51.4939443512,-0.2064407426
RWG045233,51.4941740864,-0.2069939124
RWG045298,51.4695865896,-0.2100505141
RWG045302,51.4697219343,-0.2100905974
RWG045748,51.4858529682,-0.2093420132
RWG045420,51.5003218975,-0.2221408528
RWG044237,51.5046344085,-0.196805793
RWG045608,51.4983062662,-0.2224775048
RWG044807,51.4997991745,-0.2219053383
RWG044808,51.5018464392,-0.2224253622
RWG044620,51.4780744324,-0.2026870284
RWG045416,51.4730292255,-0.1984536107
RWG045418,51.4947261234,-0.2346431221
RWG044524,51.4818577657,-0.181007897
RWG045202,51.4965278822,-0.2234091603
RWG045419,51.4948454713,-0.2344493961
RWG044855,51.4988125178,-0.196867301
RWG044536,51.4804741393,-0.1990796209
RWG045555,51.4931699786,-0.2349768517
RWG045722,51.4856456622,-0.2083421956
RWG045723,51.485859981,-0.208432682
RWG045724,51.4710813961,-0.1987511394
RWG045553,51.4943251502,-0.2345431436
RWG044638,51.4986297172,-0.2192114117
RWG044239,51.5051323255,-0.1938473583
RWG045671,51.495416774,-0.2104372185
RWG045677,51.495024713,-0.2118418696
RWG045205,51.4953700924,-0.2240336681
RWG045206,51.4952954004,-0.2240368176
RWG045156,51.5041157011,-0.2174873387
RWG045158,51.5041562788,-0.2173954574
RWG045159,51.4774374509,-0.1909824686
RWG044950,51.5000027224,-0.2064528018
RWG045639,51.4937725209,-0.2151431949
RWG045640,51.4938164241,-0.2149847837
RWG045679,51.4970009028,-0.2125107954
RWG045644,51.493949237,-0.2145029675
RWG045614,51.4960615938,-0.2206789787
RWG044527,51.478269634,-0.2139277722
RWG044593,51.4765475128,-0.2039857571
RWG044595,51.49624844,-0.2433746405
RWG045093,51.485001357,-0.1749191434
RWG045095,51.4849253845,-0.1749371836
RWG045622,51.4979078506,-0.2225904903
RWG045652,51.4943982176,-0.2129615761
RWG044540,51.4792850654,-0.2117850695
RWG044541,51.4849448544,-0.2033089556
RWG045290,51.5035623834,-0.2103365895
RWG045291,51.4959033243,-0.1892540894
RWG044804,51.5009915147,-0.2175391781
RWG044311,51.4823122442,-0.1957157749
RWG044312,51.4912505906,-0.2072218676
RWG044591,51.4766782234,-0.2036384021
RWG045472,51.4932430296,-0.2369673854
RWG045666,51.4948959523,-0.2116679844
RWG045670,51.4953514305,-0.2105824349
RWG045744,51.4861204203,-0.2082449607
RWG045697,51.49051599,-0.2312089203
RWG045468,51.5012993431,-0.2318733007
RWG045519,51.4915852048,-0.2391964847
RWG045728,51.4853386345,-0.2086589609
RWG045681,51.4945923277,-0.2131703941
RWG045682,51.4946416288,-0.2126570416
RWG045733,51.4849451718,-0.2097718582
RWG045207,51.4950133634,-0.2240308908
RWG045208,51.4948799598,-0.2240233836
RWG045532,51.4934451814,-0.2404082918
RWG044801,51.4915210388,-0.2276303719
RWG044820,51.49234331,-0.2333151843
RWG044436,51.4879164424,-0.2222492563
RWG044976,51.4759037682,-0.2151501055
RWG044667,51.4835299089,-0.2195197919
RWG044668,51.49792449,-0.2179188217
RWG044614,51.47705771,-0.2024164191
RWG044615,51.4771255596,-0.2022461607
RWG044238,51.504716035,-0.19648616
RWG045429,51.4984573406,-0.2371120875
RWG045194,51.4930185441,-0.2241618264
RWG044532,51.4803914415,-0.1991307393
RWG044464,51.4896130606,-0.223148249
RWG044465,51.4894549673,-0.2231375023
RWG044466,51.4869517746,-0.1972073975
RWG044543,51.479380495,-0.211783044
RWG044544,51.4793690954,-0.1992911733
RWG045104,51.4726788164,-0.2091654285
RWG045105,51.5003837848,-0.2150857598
RWG045780,51.4742478394,-0.18320469
RWG045536,51.493438309,-0.239710954
RWG045538,51.4933090431,-0.2394059165
RWG045009,51.5028082077,-0.2194190377
RWG045011,51.5029560675,-0.2194759355
RWG118044,51.4841759284,-0.2058114521
RWG044321,51.4913298603,-0.2072569086
RWG044712,51.4935148039,-0.2439966184
RWG044713,51.4838922781,-0.2198348679
RWG044336,51.4977668221,-0.2274454665
RWG044603,51.4767661561,-0.2036276672
RWG045618,51.4958119929,-0.2214294065
RWG118043,51.4910853624,-0.2236553531
RWG045701,51.4913308031,-0.2345488865
RWG045037,51.5059058687,-0.2089841376
RWG045038,51.4968005869,-0.2059844032
RWG045039,51.5053058677,-0.2084275612
RWG045065,51.5063745048,-0.2010952832
RWG045753,51.4862461726,-0.2106252965
RWG045754,51.4864095103,-0.210745663
RWG045430,51.5025620595,-0.2228810641
RWG045431,51.4675559132,-0.1902172875
RWG044958,51.4942974387,-0.1954391941
RWG045262,51.4965446178,-0.1835348985
RWG044242,51.4910817095,-0.197125131
RWG045152,51.4713217018,-0.2110010284
RWG045200,51.4960750423,-0.2238169193
RWG045201,51.4963048211,-0.2236261587
RWG044925,51.5013292909,-0.194935205
RWG044926,51.5014232982,-0.1949559325
RWG044927,51.5017973655,-0.1953678479
RWG045263,51.4966520827,-0.1832931717
RWG045470,51.4930356307,-0.2358092471
RWG045155,51.5039478803,-0.2173594519
RWG044955,51.5017339825,-0.2085829413
RWG045444,51.4926033612,-0.2297561662
RWG045115,51.4739480573,-0.2072342446
RWG117997,51.4811872624,-0.1992485129
RWG044602,51.4767198087,-0.2038210278
RWG044269,51.4908880544,-0.2092632807
RWG045481,51.4935052403,-0.2386010457
RWG045482,51.4935368469,-0.2390795995
RWG044387,51.4819832533,-0.2133628361
RWG045094,51.4739097788,-0.2130447782
RWG045632,51.4941742181,-0.2156593465
RWG044534,51.4847207223,-0.2037698997
RWG044749,51.4973275789,-0.2158866374
RWG045231,51.4938778326,-0.2063099766
RWG044270,51.4911534764,-0.210491834
RWG044803,51.5020695292,-0.2175041778
RWG044574,51.4874887446,-0.2037531471
RWG044979,51.5012351476,-0.2170375119
RWG045730,51.4850789672,-0.2092588679
RWG045079,51.4766717213,-0.1925772761
RWG045081,51.4764444514,-0.1929256727
RWG045123,51.5001576042,-0.2140027684
RWG045124,51.5004586364,-0.2143065493
RWG044257,51.4933310238,-0.1982731102
RWG045473,51.485658602,-0.1811161696
RWG045583,51.501108251,-0.1931419845
RWG045584,51.5004864455,-0.1946086497
RWG045585,51.5004070202,-0.1948502199
RWG044254,51.4932300626,-0.1986023873
RWG045438,51.4927197007,-0.2274524683
RWG045440,51.4927043513,-0.2275832751
RWG045425,51.5008633074,-0.2221056304
RWG045606,51.4981738166,-0.2223215182
RWG045455,51.4723261219,-0.2024460464
RWG044631,51.4794537291,-0.1872931255
RWG044859,51.4975351368,-0.1975598018
RWG044860,51.4987647332,-0.1982506662
RWG045204,51.4954798449,-0.2240389574
RWG045577,51.4943440315,-0.2272135217
RWG045638,51.4900100453,-0.188189488
RWG045169,51.4701207558,-0.2002378236
RWG045170,51.4781644482,-0.1892331359
RWG045171,51.4781030223,-0.1893319103
RWG045173,51.4678528972,-0.1869060184
RWG045586,51.5002979421,-0.1951224115
RWG045634,51.4966697942,-0.1885501007
RWG045635,51.4928914547,-0.1851341057
RWG045636,51.4911357089,-0.1865636786
RWG045637,51.489997168,-0.1882517262
RWG044202,51.4884888519,-0.1793906099
RWG045379,51.4749174156,-0.2006417879
RWG045380,51.4748728487,-0.2006384936
RWG045062,51.4733237539,-0.1973896184
RWG045063,51.4733024551,-0.1974302481
RWG045112,51.4995375095,-0.2134245997
RWG044711,51.4845420361,-0.2199883111
RWG045494,51.4935839815,-0.240651503
RWG044583,51.5017678394,-0.1885801434
RWG044584,51.4781787484,-0.1838974616
RWG044585,51.4775832053,-0.1835045805
RWG044586,51.4794183269,-0.1851322075
RWG045161,51.4772877639,-0.191252546
RWG045479,51.4934617472,-0.2382976079
RWG045074,51.4958156926,-0.2091079766
RWG044932,51.5043927885,-0.1938651271
RWG045217,51.4939967563,-0.2239882331
RWG045218,51.4959041335,-0.2084453762
RWG044601,51.4764112884,-0.2042476817
RWG045107,51.4728364594,-0.2088513758
RWG045108,51.5006038587,-0.2159433374
RWG045109,51.4727890166,-0.2000478306
RWG045110,51.5006184345,-0.2168273666
RWG045408,51.4687492129,-0.2106024148
RWG045409,51.4734605233,-0.1990480655
RWG044218,51.4868344067,-0.1706086383
RWG045066,51.5014835848,-0.2174946326
RWG045005,51.4721419192,-0.2177240307
RWG045006,51.4758318076,-0.1936589611
RWG045574,51.4683507364,-0.1853986406
RWG044219,51.4867121057,-0.1709202073
RWG044251,51.492441317,-0.1995680953
RWG044252,51.492345786,-0.1994962721
RWG044253,51.4931914998,-0.1986034113
RWG045397,51.4742529174,-0.2002966043
RWG045042,51.4810389327,-0.1992131734
RWG045687,51.494040618,-0.2147024139
RWG045726,51.485453969,-0.2083667431
RWG045727,51.4709416857,-0.1986446677
RWG045747,51.4827633674,-0.2129856078
RWG044317,51.4910831748,-0.2071274365
RWG045612,51.4960511745,-0.2206383457
RWG044704,51.4850019882,-0.2199718489
RWG044705,51.4934893814,-0.2446349117
RWG045089,51.4996939252,-0.2154503804
RWG045090,51.4747886486,-0.2140278131
RWG045651,51.4943627326,-0.213063681
RWG045725,51.4710415877,-0.1987338843
RWG045643,51.4960931046,-0.1865124224
RWG045645,51.4909510378,-0.184462669
RWG045016,51.5029716453,-0.219668079
RWG045060,51.47550464,-0.2087559602
RWG045061,51.4719467545,-0.2176059255
RWG088997,51.4914204438,-0.2168720815
RWG045044,51.4809453567,-0.1991929784
RWG045083,51.4762060064,-0.1931793485
RWG045702,51.4898896702,-0.2131943454
RWG045703,51.4884330089,-0.2102500828
RWG045098,51.4736240947,-0.2127850206
RWG045413,51.4732961988,-0.1986808794
RWG045731,51.4849633066,-0.2095202118
RWG045721,51.4711367029,-0.1987750344
RWG045543,51.4932683214,-0.2382167592
RWG045544,51.4933112096,-0.2381291929
RWG045545,51.493184801,-0.2373822393
RWG045378,51.475266821,-0.2006694729
RWG045818,51.4701653442,-0.1965223353
RWG045819,51.4707657018,-0.191314261
RWG118030,51.493533206,-0.2240646112
RWG045811,51.4736799044,-0.1919790231
RWG045812,51.4833800739,-0.2094227738
RWG045534,51.4934246858,-0.2398485522
RWG044529,51.4783704923,-0.2140083576
RWG044531,51.4845806364,-0.2041180376
RWG044396,51.4888516322,-0.1655185256
RWG044933,51.5044240395,-0.1937507699
RWG044953,51.501892486,-0.2089242262
RWG045033,51.5060040618,-0.2074100516
RWG045412,51.4689978295,-0.2103449537
RWG117998,51.4734435,-0.197183665
RWG045581,51.4672338121,-0.1883733557
RWG045451,51.4721781603,-0.20343863
RWG045423,51.4875175195,-0.1850744672
RWG045554,51.4842426966,-0.1844084531
RWG045579,51.4689749886,-0.1860481757
RWG045580,51.4673295629,-0.188132648
RWG044605,51.5017629291,-0.22863068
RWG044622,51.4788315655,-0.2151940751
RWG045133,51.5010179375,-0.2149401405
RWG045134,51.5012140389,-0.2151409118
RWG045135,51.5012084632,-0.2151518251
RWG045000,51.5030029044,-0.2175622222
RWG044606,51.4957063267,-0.2444197971
RWG044607,51.4955832641,-0.2444791354
RWG045150,51.4714155736,-0.2110137493
RWG044397,51.4887120821,-0.1663861175
RWG044398,51.4903016296,-0.1689335247
RWG045176,51.5083275879,-0.1951577652
RWG045177,51.4999895677,-0.2114568018
RWG045533,51.4934314351,-0.2400605424
RWG045563,51.4847987338,-0.1828985979
RWG045564,51.4845792758,-0.183239694
RWG044931,51.5042886192,-0.1942444573
RWG045043,51.49600199,-0.2088128338
RWG045001,51.5029073377,-0.2175722081
RWG045002,51.4757243245,-0.1938494874
RWG044258,51.4933648176,-0.1981904155
RWG044598,51.496444261,-0.2441512457
RWG044318,51.4912104192,-0.206986298
RWG045800,51.4840551005,-0.2071565038
RWG045801,51.4835229418,-0.2111505489
RWG045834,51.4725419044,-0.1866729588
RWG045216,51.4940701819,-0.2239893452
RWG045151,51.4713685312,-0.211009753
RWG045503,51.4712029141,-0.206603095
RWG045504,51.471163968,-0.2066830601
RWG045575,51.4683976485,-0.1852638598
RWG045576,51.4943400244,-0.2272135217
RWG045244,51.4988532834,-0.1809144245
RWG044980,51.494265194,-0.2014158173
RWG044982,51.504335105,-0.1924794437
RWG045191,51.4929552735,-0.2243689457
RWG045084,51.49961517,-0.215729355
RWG045086,51.499745702,-0.2156633264
RWG088992,51.4935539056,-0.2238316493
RWG045366,51.4758662821,-0.2006207324
RWG044259,51.4937536573,-0.1981803093
RWG044261,51.4934332932,-0.1991068537
RWG045820,51.4707627548,-0.1913487735
RWG045821,51.4729110758,-0.1993215987
RWG045685,51.4941177409,-0.2144114285
RWG045686,51.4940770499,-0.2145588018
RWG045221,51.4945155215,-0.2074469556
RWG045387,51.4753651426,-0.1983191117
RWG045116,51.4996541507,-0.213374902
RWG088990,51.4937748336,-0.2238180082
RWG044954,51.4944718299,-0.1962035438
RWG044435,51.4878618686,-0.2221883669
RWG044316,51.4789298955,-0.2206411951
RWG045501,51.4712314789,-0.2065238865
RWG045452,51.4926366499,-0.2314074831
RWG045453,51.5022645007,-0.2269815968
RWG045368,51.4758005817,-0.2006767402
RWG045405,51.4735092082,-0.1990630875
RWG044765,51.4989941009,-0.2127961218
RWG045699,51.4899954476,-0.232104888
RWG044623,51.4791394005,-0.1878168587
RWG044418,51.476212617,-0.2091357717
RWG044376,51.4886581937,-0.2050721624
RWG044764,51.4786343669,-0.1986314371
RWG044599,51.4763152982,-0.2046442164
RWG045562,51.4925466401,-0.2302618525
RWG045566,51.4944425847,-0.2311779177
RWG045558,51.492524251,-0.2316592926
RWG044480,51.4776891789,-0.1828516579
RWG044597,51.4760500464,-0.2049603981
RWG045404,51.4739118498,-0.1997460106
RWG045370,51.4756767584,-0.2006653372
RWG045372,51.4755813251,-0.2009044246
RWG045393,51.4750063036,-0.199721496
RWG045396,51.5023761172,-0.2225110437
RWG044658,51.4974192393,-0.231408024
RWG044766,51.4786922918,-0.1987114079
RWG044767,51.4990491325,-0.2126742116
RWG044618,51.4785620915,-0.1887871339
RWG044619,51.4789004384,-0.2142965796
RWG044319,51.4912046018,-0.2071977092
RWG044358,51.4891058978,-0.2080742108
RWG044359,51.4961699741,-0.2280235197
RWG044409,51.4790470351,-0.2113026386
RWG045531,51.4934558769,-0.2407097764
RWG045026,51.499091644,-0.2017084574
RWG045567,51.4944238563,-0.2325340322
RWG045437,51.4708451271,-0.200670567
RWG045054,51.4733124811,-0.2074041497
RWG045055,51.4733579152,-0.2074780828
RWG045056,51.4734438498,-0.2074538705
RWG045103,51.4726350135,-0.2092391549
RWG045307,51.4954625852,-0.1852716175
RWG045067,51.4754773309,-0.2087007129
RWG045068,51.4731997971,-0.1976219108
RWG045488,51.5047181766,-0.1917086715
RWG044521,51.482384539,-0.1804903689
RWG044522,51.4823794819,-0.1807093782
RWG045641,51.4960867032,-0.1859593311
RWG045439,51.4684733049,-0.2122935308
RWG045168,51.4780089362,-0.1894889432
RWG044200,51.4883248628,-0.1786748741
RWG044201,51.4882305559,-0.1789718927
RWG044861,51.4995501977,-0.1972104707
RWG044867,51.4989201397,-0.1987086637
RWG118001,51.4748209369,-0.2006358697
RWG045383,51.4745543792,-0.2006077144
RWG045385,51.5031568862,-0.2230229776
RWG045411,51.4733216376,-0.1987485281
RWG045505,51.4711258478,-0.2067550546
RWG045034,51.4757411331,-0.2055474092
RWG045069,51.4731805955,-0.1976651302
RWG045070,51.4781547024,-0.1894648082
RWG045071,51.5014881608,-0.2173543798
RWG045113,51.4738818028,-0.2073135087
RWG045114,51.4739001433,-0.2072910822
RWG045330,51.4986061584,-0.2028958894
RWG045520,51.4919426989,-0.2393823479
RWG045557,51.492547142,-0.2319641331
RWG044576,51.4791765927,-0.2144295037
RWG044578,51.487540452,-0.2036850234
RWG045414,51.4690464756,-0.2103293364
RWG044589,51.4796205527,-0.1852813943
RWG117999,51.500636203,-0.2167959559
RWG045559,51.4687683034,-0.1905568628
RWG045560,51.492519974,-0.2308901849
RWG044525,51.4787106347,-0.2121682792
RWG045578,51.4941298108,-0.2269151109
RWG045799,51.4710633252,-0.1913350218
RWG045073,51.5017098041,-0.2173481035
RWG045377,51.4752254976,-0.2007669375
RWG044714,51.4935303561,-0.2434491946
RWG044747,51.4896435325,-0.2270943315
RWG044748,51.4972831888,-0.2157132767
RWG044590,51.49677488,-0.2433676366
RWG045046,51.4734046904,-0.2054842414
RWG045215,51.4941883478,-0.2239937885
RWG044268,51.4870891145,-0.2238814251
RWG045118,51.4997539512,-0.2135035436
RWG044240,51.5050998222,-0.1970415232
RWG044241,51.5050352709,-0.1972730147
RWG045174,51.5083565702,-0.1948916253
RWG045175,51.5000942482,-0.2112760482
